Ticker,Cambio(%) 1_dia,Fecha
MU,-1,22-ene-21
MXIM,-1,22-ene-21
NCLH,-1,22-ene-21
NDAQ,-1,22-ene-21
NEE,1,22-ene-21
NEM,-1,22-ene-21
NFLX,-1,22-ene-21
NI,1,22-ene-21
NKE,-1,22-ene-21
NLOK,1,22-ene-21
NLSN,-1,22-ene-21
NOC,1,22-ene-21
NOV,1,22-ene-21
NOW,-1,22-ene-21
NRG,1,22-ene-21
NSC,-1,22-ene-21
NTAP,-1,22-ene-21
NTRS,1,22-ene-21
NUE,1,22-ene-21
NVDA,-1,22-ene-21
NVR,1,22-ene-21
NWL,1,22-ene-21
NWS,-1,22-ene-21
NWSA,-1,22-ene-21
O,1,22-ene-21
ODFL,-1,22-ene-21
OKE,-1,22-ene-21
OMC,-1,22-ene-21
ORCL,-1,22-ene-21
ORLY,-1,22-ene-21
OTIS,1,22-ene-21
OXY,-1,22-ene-21
PAYC,1,22-ene-21
PAYX,-1,22-ene-21
PBCT,-1,22-ene-21
PCAR,1,22-ene-21
PEAK,1,22-ene-21
PEG,1,22-ene-21
PEP,-1,22-ene-21
PFE,1,22-ene-21
PFG,-1,22-ene-21
PG,-1,22-ene-21
PGR,-1,22-ene-21
PH,-1,22-ene-21
PHM,1,22-ene-21
PKG,-1,22-ene-21
PKI,1,22-ene-21
PLD,1,22-ene-21
PM,-1,22-ene-21
PNC,-1,22-ene-21
PNR,1,22-ene-21
PNW,-1,22-ene-21
POOL,1,22-ene-21
PPG,-1,22-ene-21
PPL,1,22-ene-21
PRGO,-1,22-ene-21
PRU,-1,22-ene-21
PSA,1,22-ene-21
PSX,-1,22-ene-21
PVH,-1,22-ene-21
PWR,-1,22-ene-21
PXD,1,22-ene-21
PYPL,1,22-ene-21
QCOM,-1,22-ene-21
QRVO,-1,22-ene-21
RCL,-1,22-ene-21
RE,-1,22-ene-21
REG,1,22-ene-21
REGN,1,22-ene-21
RF,-1,22-ene-21
RHI,1,22-ene-21
RJF,-1,22-ene-21
RL,1,22-ene-21
RMD,-1,22-ene-21
ROK,-1,22-ene-21
ROL,-1,22-ene-21
ROP,-1,22-ene-21
ROST,-1,22-ene-21
RSG,1,22-ene-21
RTX,-1,22-ene-21
SBAC,1,22-ene-21
SBUX,-1,22-ene-21
SCHW,-1,22-ene-21
SEE,1,22-ene-21
SHW,-1,22-ene-21
SIVB,1,22-ene-21
SJM,1,22-ene-21
SLB,1,22-ene-21
SLG,-1,22-ene-21
SNA,1,22-ene-21
SNPS,-1,22-ene-21
SO,1,22-ene-21
SPG,1,22-ene-21
SPGI,-1,22-ene-21
SRE,-1,22-ene-21
STE,1,22-ene-21
STT,-1,22-ene-21
STX,-1,22-ene-21
STZ,-1,22-ene-21
SWK,-1,22-ene-21
SWKS,-1,22-ene-21
SYF,-1,22-ene-21
SYK,-1,22-ene-21
SYY,-1,22-ene-21
T,1,22-ene-21
TAP,-1,22-ene-21
TDG,1,22-ene-21
TDY,1,22-ene-21
TEL,-1,22-ene-21
TER,-1,22-ene-21
TFC,1,22-ene-21
TFX,-1,22-ene-21
TGT,1,22-ene-21
TJX,-1,22-ene-21
TMO,1,22-ene-21
TMUS,-1,22-ene-21
TPR,1,22-ene-21
TROW,-1,22-ene-21
TRV,-1,22-ene-21
TSCO,1,22-ene-21
TSLA,1,22-ene-21
TSN,1,22-ene-21
TT,-1,22-ene-21
TTWO,-1,22-ene-21
TWTR,1,22-ene-21
TXN,-1,22-ene-21
TXT,1,22-ene-21
TYL,-1,22-ene-21
UA,-1,22-ene-21
UAA,-1,22-ene-21
UAL,-1,22-ene-21
UDR,-1,22-ene-21
UHS,-1,22-ene-21
ULTA,-1,22-ene-21
UNH,-1,22-ene-21
UNM,-1,22-ene-21
UNP,-1,22-ene-21
UPS,-1,22-ene-21
URI,-1,22-ene-21
USB,1,22-ene-21
V,-1,22-ene-21
VAR,-1,22-ene-21
VFC,-1,22-ene-21
VIAC,1,22-ene-21
VLO,1,22-ene-21
VMC,-1,22-ene-21
VNO,1,22-ene-21
VNT,-1,22-ene-21
VRSK,-1,22-ene-21
VRSN,-1,22-ene-21
VRTX,-1,22-ene-21
VTR,1,22-ene-21
VTRS,1,22-ene-21
VZ,1,22-ene-21
WAB,-1,22-ene-21
WAT,1,22-ene-21
WBA,1,22-ene-21
WDC,-1,22-ene-21
WEC,-1,22-ene-21
WELL,1,22-ene-21
WFC,-1,22-ene-21
WHR,1,22-ene-21
WLTW,-1,22-ene-21
WM,1,22-ene-21
WMB,-1,22-ene-21
WMT,1,22-ene-21
WRB,-1,22-ene-21
WRK,1,22-ene-21
WST,1,22-ene-21
WU,1,22-ene-21
WY,-1,22-ene-21
WYNN,-1,22-ene-21
XEL,-1,22-ene-21
XLNX,1,22-ene-21
XOM,-1,22-ene-21
XRAY,-1,22-ene-21
XRX,-1,22-ene-21
XYL,-1,22-ene-21
YUM,-1,22-ene-21
ZBH,-1,22-ene-21
ZBRA,1,22-ene-21
ZION,1,22-ene-21
ZTS,-1,22-ene-21
ASML,-1,22-ene-21
BIDU,1,22-ene-21
BMRN,1,22-ene-21
CHKP,1,22-ene-21
DOCU,1,22-ene-21
JD,-1,22-ene-21
LBTYA,1,22-ene-21
LBTYK,1,22-ene-21
LULU,-1,22-ene-21
MELI,1,22-ene-21
MRNA,-1,22-ene-21
NTES,1,22-ene-21
NXPI,-1,22-ene-21
PDD,-1,22-ene-21
SGEN,-1,22-ene-21
SIRI,-1,22-ene-21
SPLK,-1,22-ene-21
TCOM,-1,22-ene-21
WDAY,1,22-ene-21
ZM,1,22-ene-21
A,-1,25-ene-21
AAL,-1,25-ene-21
AAP,-1,25-ene-21
AAPL,1,25-ene-21
ABBV,-1,25-ene-21
ABC,-1,25-ene-21
ABMD,1,25-ene-21
ABT,1,25-ene-21
ACN,-1,25-ene-21
ADBE,1,25-ene-21
ADI,-1,25-ene-21
ADM,1,25-ene-21
ADP,1,25-ene-21
ADSK,-1,25-ene-21
AEE,1,25-ene-21
AEP,1,25-ene-21
AES,-1,25-ene-21
AFL,1,25-ene-21
AIG,-1,25-ene-21
AIZ,-1,25-ene-21
AJG,1,25-ene-21
AKAM,1,25-ene-21
ALB,1,25-ene-21
ALGN,1,25-ene-21
ALK,-1,25-ene-21
ALL,1,25-ene-21
ALLE,-1,25-ene-21
ALXN,1,25-ene-21
AMAT,1,25-ene-21
AMCR,-1,25-ene-21
AMD,1,25-ene-21
AME,-1,25-ene-21
AMGN,1,25-ene-21
AMP,-1,25-ene-21
AMT,1,25-ene-21
AMZN,1,25-ene-21
ANET,-1,25-ene-21
ANSS,-1,25-ene-21
ANTM,1,25-ene-21
AON,1,25-ene-21
AOS,-1,25-ene-21
APA,-1,25-ene-21
APD,-1,25-ene-21
APH,1,25-ene-21
APTV,-1,25-ene-21
ARE,1,25-ene-21
ATO,1,25-ene-21
ATVI,-1,25-ene-21
AVB,1,25-ene-21
AVGO,-1,25-ene-21
AVY,-1,25-ene-21
AWK,1,25-ene-21
AXP,-1,25-ene-21
AZO,-1,25-ene-21
BA,-1,25-ene-21
BAC,-1,25-ene-21
BAX,1,25-ene-21
BBY,-1,25-ene-21
BDX,1,25-ene-21
BEN,1,25-ene-21
BF.B,-1,25-ene-21
BIIB,1,25-ene-21
BIO,-1,25-ene-21
BK,-1,25-ene-21
BKNG,-1,25-ene-21
BKR,-1,25-ene-21
BLK,-1,25-ene-21
BLL,-1,25-ene-21
BMY,1,25-ene-21
BR,1,25-ene-21
BRK.B,1,25-ene-21
BSX,-1,25-ene-21
BWA,1,25-ene-21
BXP,-1,25-ene-21
C,-1,25-ene-21
CAG,1,25-ene-21
CAH,-1,25-ene-21
CARR,-1,25-ene-21
CAT,-1,25-ene-21
CB,1,25-ene-21
CBOE,1,25-ene-21
CBRE,-1,25-ene-21
CCI,1,25-ene-21
CCL,-1,25-ene-21
CDNS,-1,25-ene-21
CDW,-1,25-ene-21
CE,-1,25-ene-21
CERN,1,25-ene-21
CF,1,25-ene-21
CFG,-1,25-ene-21
CHD,1,25-ene-21
CHRW,1,25-ene-21
CHTR,1,25-ene-21
CI,-1,25-ene-21
CINF,1,25-ene-21
CL,1,25-ene-21
CLX,1,25-ene-21
CMA,-1,25-ene-21
CMCSA,1,25-ene-21
CME,1,25-ene-21
CMG,-1,25-ene-21
CMI,-1,25-ene-21
CMS,1,25-ene-21
CNC,-1,25-ene-21
CNP,1,25-ene-21
COF,-1,25-ene-21
COG,1,25-ene-21
COO,1,25-ene-21
COP,-1,25-ene-21
COST,-1,25-ene-21
CPB,1,25-ene-21
CPRT,-1,25-ene-21
CRM,1,25-ene-21
CSCO,1,25-ene-21
CSX,1,25-ene-21
CTAS,1,25-ene-21
CTLT,-1,25-ene-21
CTSH,-1,25-ene-21
CTVA,-1,25-ene-21
CTXS,1,25-ene-21
CVS,-1,25-ene-21
CVX,-1,25-ene-21
D,1,25-ene-21
DAL,-1,25-ene-21
DD,1,25-ene-21
DE,-1,25-ene-21
DFS,-1,25-ene-21
DG,1,25-ene-21
DGX,1,25-ene-21
DHI,1,25-ene-21
DHR,1,25-ene-21
DIS,-1,25-ene-21
DISCA,1,25-ene-21
DISCK,1,25-ene-21
DISH,-1,25-ene-21
DLR,1,25-ene-21
DLTR,-1,25-ene-21
DOV,-1,25-ene-21
DOW,-1,25-ene-21
DPZ,-1,25-ene-21
DRE,-1,25-ene-21
DRI,-1,25-ene-21
DTE,1,25-ene-21
DUK,1,25-ene-21
DVA,-1,25-ene-21
DVN,-1,25-ene-21
DXC,-1,25-ene-21
DXCM,1,25-ene-21
EA,1,25-ene-21
EBAY,1,25-ene-21
ECL,-1,25-ene-21
ED,1,25-ene-21
EFX,1,25-ene-21
EIX,1,25-ene-21
EL,1,25-ene-21
EMN,-1,25-ene-21
EMR,-1,25-ene-21
ENPH,-1,25-ene-21
EOG,1,25-ene-21
EQIX,1,25-ene-21
EQR,1,25-ene-21
ES,1,25-ene-21
ESS,-1,25-ene-21
ETN,-1,25-ene-21
ETR,1,25-ene-21
ETSY,-1,25-ene-21
EVRG,1,25-ene-21
EW,1,25-ene-21
EXC,1,25-ene-21
EXPD,1,25-ene-21
EXPE,-1,25-ene-21
EXR,1,25-ene-21
F,-1,25-ene-21
FANG,-1,25-ene-21
FAST,1,25-ene-21
FB,1,25-ene-21
FBHS,-1,25-ene-21
FCX,-1,25-ene-21
FDX,-1,25-ene-21
FE,1,25-ene-21
FFIV,1,25-ene-21
FIS,-1,25-ene-21
FISV,-1,25-ene-21
FITB,-1,25-ene-21
FLIR,1,25-ene-21
FLS,-1,25-ene-21
FLT,-1,25-ene-21
FMC,-1,25-ene-21
FOX,1,25-ene-21
FOXA,1,25-ene-21
FRC,-1,25-ene-21
FRT,1,25-ene-21
FTI,-1,25-ene-21
FTNT,1,25-ene-21
FTV,-1,25-ene-21
GD,1,25-ene-21
GE,-1,25-ene-21
GILD,1,25-ene-21
GIS,1,25-ene-21
GL,-1,25-ene-21
GLW,1,25-ene-21
GM,-1,25-ene-21
GOOG,-1,25-ene-21
GOOGL,1,25-ene-21
GPC,-1,25-ene-21
GPN,-1,25-ene-21
GPS,-1,25-ene-21
GRMN,-1,25-ene-21
GS,-1,25-ene-21
GWW,-1,25-ene-21
HAL,-1,25-ene-21
HAS,-1,25-ene-21
HBAN,-1,25-ene-21
HBI,-1,25-ene-21
HCA,1,25-ene-21
HD,1,25-ene-21
HES,-1,25-ene-21
HFC,1,25-ene-21
HIG,1,25-ene-21
HII,-1,25-ene-21
HLT,1,25-ene-21
HOLX,1,25-ene-21
HON,-1,25-ene-21
HPE,1,25-ene-21
HPQ,-1,25-ene-21
HRL,1,25-ene-21
HSIC,1,25-ene-21
HST,-1,25-ene-21
HSY,-1,25-ene-21
HUM,-1,25-ene-21
HWM,-1,25-ene-21
IBM,-1,25-ene-21
ICE,1,25-ene-21
IDXX,-1,25-ene-21
IEX,-1,25-ene-21
IFF,1,25-ene-21
ILMN,1,25-ene-21
INCY,1,25-ene-21
INFO,-1,25-ene-21
INTC,-1,25-ene-21
INTU,-1,25-ene-21
IP,1,25-ene-21
IPG,1,25-ene-21
IPGP,-1,25-ene-21
IQV,-1,25-ene-21
IR,-1,25-ene-21
IRM,1,25-ene-21
ISRG,1,25-ene-21
IT,-1,25-ene-21
ITW,-1,25-ene-21
IVZ,1,25-ene-21
J,-1,25-ene-21
JBHT,1,25-ene-21
JCI,-1,25-ene-21
JKHY,1,25-ene-21
JNJ,1,25-ene-21
JNPR,1,25-ene-21
JPM,-1,25-ene-21
K,1,25-ene-21
KEY,-1,25-ene-21
KEYS,1,25-ene-21
KHC,1,25-ene-21
KIM,1,25-ene-21
KLAC,1,25-ene-21
KMB,1,25-ene-21
KMI,-1,25-ene-21
KMX,1,25-ene-21
KO,1,25-ene-21
KR,1,25-ene-21
KSU,1,25-ene-21
L,1,25-ene-21
LB,-1,25-ene-21
LDOS,1,25-ene-21
LEG,-1,25-ene-21
LEN,1,25-ene-21
LH,-1,25-ene-21
LHX,1,25-ene-21
LIN,1,25-ene-21
LKQ,-1,25-ene-21
LLY,1,25-ene-21
LMT,1,25-ene-21
LNC,-1,25-ene-21
LNT,1,25-ene-21
LOW,1,25-ene-21
LRCX,1,25-ene-21
LUMN,1,25-ene-21
LUV,-1,25-ene-21
LVS,-1,25-ene-21
LW,-1,25-ene-21
LYB,-1,25-ene-21
LYV,-1,25-ene-21
MA,1,25-ene-21
MAA,-1,25-ene-21
MAR,-1,25-ene-21
MAS,1,25-ene-21
MCD,-1,25-ene-21
MCHP,-1,25-ene-21
MCK,-1,25-ene-21
MCO,-1,25-ene-21
MDLZ,1,25-ene-21
MDT,1,25-ene-21
MET,-1,25-ene-21
MGM,-1,25-ene-21
MHK,-1,25-ene-21
MKC,1,25-ene-21
MKTX,-1,25-ene-21
MLM,-1,25-ene-21
MMC,1,25-ene-21
MMM,1,25-ene-21
MNST,1,25-ene-21
MO,1,25-ene-21
MOS,1,25-ene-21
MPC,1,25-ene-21
MRK,1,25-ene-21
MRO,-1,25-ene-21
MS,-1,25-ene-21
MSCI,-1,25-ene-21
MSFT,1,25-ene-21
MSI,1,25-ene-21
MTB,-1,25-ene-21
MTD,-1,25-ene-21
MU,-1,25-ene-21
MXIM,-1,25-ene-21
NCLH,-1,25-ene-21
NDAQ,1,25-ene-21
NEE,1,25-ene-21
NEM,-1,25-ene-21
NFLX,-1,25-ene-21
NI,1,25-ene-21
NKE,-1,25-ene-21
NLOK,-1,25-ene-21
NLSN,-1,25-ene-21
NOC,1,25-ene-21
NOV,-1,25-ene-21
NOW,-1,25-ene-21
NRG,1,25-ene-21
NSC,1,25-ene-21
NTAP,1,25-ene-21
NTRS,-1,25-ene-21
NUE,-1,25-ene-21
NVDA,-1,25-ene-21
NVR,1,25-ene-21
NWL,1,25-ene-21
NWS,1,25-ene-21
NWSA,1,25-ene-21
O,1,25-ene-21
ODFL,1,25-ene-21
OKE,-1,25-ene-21
OMC,1,25-ene-21
ORCL,1,25-ene-21
ORLY,-1,25-ene-21
OTIS,-1,25-ene-21
OXY,1,25-ene-21
PAYC,1,25-ene-21
PAYX,1,25-ene-21
PBCT,1,25-ene-21
PCAR,-1,25-ene-21
PEAK,1,25-ene-21
PEG,1,25-ene-21
PEP,1,25-ene-21
PFE,1,25-ene-21
PFG,-1,25-ene-21
PG,1,25-ene-21
PGR,1,25-ene-21
PH,-1,25-ene-21
PHM,1,25-ene-21
PKG,1,25-ene-21
PKI,-1,25-ene-21
PLD,1,25-ene-21
PM,1,25-ene-21
PNC,-1,25-ene-21
PNR,-1,25-ene-21
PNW,1,25-ene-21
POOL,-1,25-ene-21
PPG,1,25-ene-21
PPL,1,25-ene-21
PRGO,1,25-ene-21
PRU,-1,25-ene-21
PSA,1,25-ene-21
PSX,-1,25-ene-21
PVH,-1,25-ene-21
PWR,-1,25-ene-21
PXD,-1,25-ene-21
PYPL,-1,25-ene-21
QCOM,1,25-ene-21
QRVO,1,25-ene-21
RCL,-1,25-ene-21
RE,-1,25-ene-21
REG,1,25-ene-21
REGN,1,25-ene-21
RF,-1,25-ene-21
RHI,1,25-ene-21
RJF,-1,25-ene-21
RL,1,25-ene-21
RMD,1,25-ene-21
ROK,-1,25-ene-21
ROL,1,25-ene-21
ROP,-1,25-ene-21
ROST,1,25-ene-21
RSG,-1,25-ene-21
RTX,-1,25-ene-21
SBAC,1,25-ene-21
SBUX,-1,25-ene-21
SCHW,-1,25-ene-21
SEE,-1,25-ene-21
SHW,1,25-ene-21
SIVB,1,25-ene-21
SJM,1,25-ene-21
SLB,-1,25-ene-21
SLG,1,25-ene-21
SNA,1,25-ene-21
SNPS,-1,25-ene-21
SO,1,25-ene-21
SPG,1,25-ene-21
SPGI,-1,25-ene-21
SRE,1,25-ene-21
STE,1,25-ene-21
STT,-1,25-ene-21
STX,1,25-ene-21
STZ,-1,25-ene-21
SWK,-1,25-ene-21
SWKS,1,25-ene-21
SYF,-1,25-ene-21
SYK,-1,25-ene-21
SYY,-1,25-ene-21
T,1,25-ene-21
TAP,1,25-ene-21
TDG,-1,25-ene-21
TDY,-1,25-ene-21
TEL,-1,25-ene-21
TER,1,25-ene-21
TFC,-1,25-ene-21
TFX,-1,25-ene-21
TGT,-1,25-ene-21
TJX,-1,25-ene-21
TMO,1,25-ene-21
TMUS,1,25-ene-21
TPR,-1,25-ene-21
TROW,1,25-ene-21
TRV,1,25-ene-21
TSCO,1,25-ene-21
TSLA,1,25-ene-21
TSN,1,25-ene-21
TT,-1,25-ene-21
TTWO,-1,25-ene-21
TWTR,-1,25-ene-21
TXN,1,25-ene-21
TXT,1,25-ene-21
TYL,1,25-ene-21
UA,1,25-ene-21
UAA,1,25-ene-21
UAL,-1,25-ene-21
UDR,-1,25-ene-21
UHS,-1,25-ene-21
ULTA,-1,25-ene-21
UNH,1,25-ene-21
UNM,-1,25-ene-21
UNP,-1,25-ene-21
UPS,1,25-ene-21
URI,-1,25-ene-21
USB,-1,25-ene-21
V,-1,25-ene-21
VAR,-1,25-ene-21
VFC,1,25-ene-21
VIAC,1,25-ene-21
VLO,-1,25-ene-21
VMC,-1,25-ene-21
VNO,1,25-ene-21
VNT,1,25-ene-21
VRSK,-1,25-ene-21
VRSN,-1,25-ene-21
VRTX,1,25-ene-21
VTR,-1,25-ene-21
VTRS,-1,25-ene-21
VZ,1,25-ene-21
WAB,-1,25-ene-21
WAT,-1,25-ene-21
WBA,1,25-ene-21
WDC,1,25-ene-21
WEC,1,25-ene-21
WELL,-1,25-ene-21
WFC,1,25-ene-21
WHR,1,25-ene-21
WLTW,1,25-ene-21
WM,-1,25-ene-21
WMB,1,25-ene-21
WMT,-1,25-ene-21
WRB,1,25-ene-21
WRK,-1,25-ene-21
WST,1,25-ene-21
WU,1,25-ene-21
WY,1,25-ene-21
WYNN,1,25-ene-21
XEL,1,25-ene-21
XLNX,1,25-ene-21
XOM,-1,25-ene-21
XRAY,-1,25-ene-21
XRX,-1,25-ene-21
XYL,-1,25-ene-21
YUM,-1,25-ene-21
ZBH,-1,25-ene-21
ZBRA,-1,25-ene-21
ZION,-1,25-ene-21
ZTS,-1,25-ene-21
ASML,-1,25-ene-21
BIDU,1,25-ene-21
BMRN,1,25-ene-21
CHKP,1,25-ene-21
DOCU,-1,25-ene-21
JD,1,25-ene-21
LBTYA,1,25-ene-21
LBTYK,1,25-ene-21
LULU,-1,25-ene-21
MELI,-1,25-ene-21
MRNA,1,25-ene-21
NTES,1,25-ene-21
NXPI,1,25-ene-21
PDD,1,25-ene-21
SGEN,-1,25-ene-21
SIRI,1,25-ene-21
SPLK,1,25-ene-21
TCOM,-1,25-ene-21
WDAY,-1,25-ene-21
ZM,1,25-ene-21
A,-1,26/Enero/2021
AAL,1,26/Enero/2021
AAP,-1,26/Enero/2021
AAPL,1,26/Enero/2021
ABBV,-1,26/Enero/2021
ABC,1,26/Enero/2021
ABMD,-1,26/Enero/2021
ABT,1,26/Enero/2021
ACN,1,26/Enero/2021
ADBE,1,26/Enero/2021
ADI,1,26/Enero/2021
ADM,-1,26/Enero/2021
ADP,1,26/Enero/2021
ADSK,-1,26/Enero/2021
AEE,1,26/Enero/2021
AEP,-1,26/Enero/2021
AES,-1,26/Enero/2021
AFL,-1,26/Enero/2021
AIG,-1,26/Enero/2021
AIZ,-1,26/Enero/2021
AJG,-1,26/Enero/2021
AKAM,1,26/Enero/2021
ALB,-1,26/Enero/2021
ALGN,-1,26/Enero/2021
ALK,-1,26/Enero/2021
ALL,-1,26/Enero/2021
ALLE,-1,26/Enero/2021
ALXN,1,26/Enero/2021
AMAT,-1,26/Enero/2021
AMCR,1,26/Enero/2021
AMD,1,26/Enero/2021
AME,-1,26/Enero/2021
AMGN,1,26/Enero/2021
AMP,-1,26/Enero/2021
AMT,1,26/Enero/2021
AMZN,1,26/Enero/2021
ANET,-1,26/Enero/2021
ANSS,-1,26/Enero/2021
ANTM,-1,26/Enero/2021
AON,1,26/Enero/2021
AOS,-1,26/Enero/2021
APA,-1,26/Enero/2021
APD,-1,26/Enero/2021
APH,-1,26/Enero/2021
APTV,-1,26/Enero/2021
ARE,-1,26/Enero/2021
ATO,1,26/Enero/2021
ATVI,-1,26/Enero/2021
AVB,1,26/Enero/2021
AVGO,-1,26/Enero/2021
AVY,-1,26/Enero/2021
AWK,-1,26/Enero/2021
AXP,-1,26/Enero/2021
AZO,-1,26/Enero/2021
BA,-1,26/Enero/2021
BAC,-1,26/Enero/2021
BAX,1,26/Enero/2021
BBY,1,26/Enero/2021
BDX,-1,26/Enero/2021
BEN,1,26/Enero/2021
BF.B,1,26/Enero/2021
BIIB,-1,26/Enero/2021
BIO,-1,26/Enero/2021
BK,1,26/Enero/2021
BKNG,-1,26/Enero/2021
BKR,-1,26/Enero/2021
BLK,-1,26/Enero/2021
BLL,-1,26/Enero/2021
BMY,-1,26/Enero/2021
BR,1,26/Enero/2021
BRK.B,-1,26/Enero/2021
BSX,-1,26/Enero/2021
BWA,1,26/Enero/2021
BXP,1,26/Enero/2021
C,1,26/Enero/2021
CAG,1,26/Enero/2021
CAH,1,26/Enero/2021
CARR,-1,26/Enero/2021
CAT,-1,26/Enero/2021
CB,-1,26/Enero/2021
CBOE,1,26/Enero/2021
CBRE,-1,26/Enero/2021
CCI,1,26/Enero/2021
CCL,-1,26/Enero/2021
CDNS,-1,26/Enero/2021
CDW,-1,26/Enero/2021
CE,-1,26/Enero/2021
CERN,1,26/Enero/2021
CF,-1,26/Enero/2021
CFG,-1,26/Enero/2021
CHD,1,26/Enero/2021
CHRW,-1,26/Enero/2021
CHTR,-1,26/Enero/2021
CI,-1,26/Enero/2021
CINF,-1,26/Enero/2021
CL,1,26/Enero/2021
CLX,1,26/Enero/2021
CMA,-1,26/Enero/2021
CMCSA,1,26/Enero/2021
CME,-1,26/Enero/2021
CMG,1,26/Enero/2021
CMI,1,26/Enero/2021
CMS,-1,26/Enero/2021
CNC,-1,26/Enero/2021
CNP,1,26/Enero/2021
COF,-1,26/Enero/2021
COG,-1,26/Enero/2021
COO,-1,26/Enero/2021
COP,-1,26/Enero/2021
COST,1,26/Enero/2021
CPB,1,26/Enero/2021
CPRT,-1,26/Enero/2021
CRM,1,26/Enero/2021
CSCO,1,26/Enero/2021
CSX,-1,26/Enero/2021
CTAS,-1,26/Enero/2021
CTLT,-1,26/Enero/2021
CTSH,-1,26/Enero/2021
CTVA,-1,26/Enero/2021
CTXS,1,26/Enero/2021
CVS,1,26/Enero/2021
CVX,-1,26/Enero/2021
D,1,26/Enero/2021
DAL,1,26/Enero/2021
DD,-1,26/Enero/2021
DE,-1,26/Enero/2021
DFS,-1,26/Enero/2021
DG,-1,26/Enero/2021
DGX,1,26/Enero/2021
DHI,-1,26/Enero/2021
DHR,-1,26/Enero/2021
DIS,-1,26/Enero/2021
DISCA,1,26/Enero/2021
DISCK,1,26/Enero/2021
DISH,1,26/Enero/2021
DLR,1,26/Enero/2021
DLTR,-1,26/Enero/2021
DOV,-1,26/Enero/2021
DOW,-1,26/Enero/2021
DPZ,1,26/Enero/2021
DRE,1,26/Enero/2021
DRI,-1,26/Enero/2021
DTE,-1,26/Enero/2021
DUK,1,26/Enero/2021
DVA,1,26/Enero/2021
DVN,-1,26/Enero/2021
DXC,1,26/Enero/2021
DXCM,-1,26/Enero/2021
EA,0,26/Enero/2021
EBAY,1,26/Enero/2021
ECL,-1,26/Enero/2021
ED,-1,26/Enero/2021
EFX,1,26/Enero/2021
EIX,-1,26/Enero/2021
EL,-1,26/Enero/2021
EMN,-1,26/Enero/2021
EMR,-1,26/Enero/2021
ENPH,-1,26/Enero/2021
EOG,-1,26/Enero/2021
EQIX,1,26/Enero/2021
EQR,1,26/Enero/2021
ES,-1,26/Enero/2021
ESS,1,26/Enero/2021
ETN,-1,26/Enero/2021
ETR,-1,26/Enero/2021
ETSY,-1,26/Enero/2021
EVRG,-1,26/Enero/2021
EW,1,26/Enero/2021
EXC,-1,26/Enero/2021
EXPD,1,26/Enero/2021
EXPE,-1,26/Enero/2021
EXR,1,26/Enero/2021
F,-1,26/Enero/2021
FANG,-1,26/Enero/2021
FAST,-1,26/Enero/2021
FB,1,26/Enero/2021
FBHS,-1,26/Enero/2021
FCX,-1,26/Enero/2021
FDX,-1,26/Enero/2021
FE,1,26/Enero/2021
FFIV,1,26/Enero/2021
FIS,1,26/Enero/2021
FISV,-1,26/Enero/2021
FITB,-1,26/Enero/2021
FLIR,-1,26/Enero/2021
FLS,-1,26/Enero/2021
FLT,-1,26/Enero/2021
FMC,-1,26/Enero/2021
FOX,1,26/Enero/2021
FOXA,1,26/Enero/2021
FRC,-1,26/Enero/2021
FRT,-1,26/Enero/2021
FTI,1,26/Enero/2021
FTNT,-1,26/Enero/2021
FTV,-1,26/Enero/2021
GD,-1,26/Enero/2021
GE,1,26/Enero/2021
GILD,-1,26/Enero/2021
GIS,1,26/Enero/2021
GL,-1,26/Enero/2021
GLW,-1,26/Enero/2021
GM,-1,26/Enero/2021
GOOG,1,26/Enero/2021
GOOGL,1,26/Enero/2021
GPC,1,26/Enero/2021
GPN,1,26/Enero/2021
GPS,-1,26/Enero/2021
GRMN,-1,26/Enero/2021
GS,-1,26/Enero/2021
GWW,-1,26/Enero/2021
HAL,-1,26/Enero/2021
HAS,-1,26/Enero/2021
HBAN,1,26/Enero/2021
HBI,1,26/Enero/2021
HCA,-1,26/Enero/2021
HD,-1,26/Enero/2021
HES,-1,26/Enero/2021
HFC,-1,26/Enero/2021
HIG,-1,26/Enero/2021
HII,-1,26/Enero/2021
HLT,-1,26/Enero/2021
HOLX,-1,26/Enero/2021
HON,-1,26/Enero/2021
HPE,-1,26/Enero/2021
HPQ,-1,26/Enero/2021
HRL,1,26/Enero/2021
HSIC,-1,26/Enero/2021
HST,-1,26/Enero/2021
HSY,1,26/Enero/2021
HUM,-1,26/Enero/2021
HWM,-1,26/Enero/2021
IBM,1,26/Enero/2021
ICE,1,26/Enero/2021
IDXX,-1,26/Enero/2021
IEX,-1,26/Enero/2021
IFF,-1,26/Enero/2021
ILMN,-1,26/Enero/2021
INCY,-1,26/Enero/2021
INFO,1,26/Enero/2021
INTC,-1,26/Enero/2021
INTU,1,26/Enero/2021
IP,-1,26/Enero/2021
IPG,1,26/Enero/2021
IPGP,-1,26/Enero/2021
IQV,-1,26/Enero/2021
IR,-1,26/Enero/2021
IRM,1,26/Enero/2021
ISRG,1,26/Enero/2021
IT,-1,26/Enero/2021
ITW,-1,26/Enero/2021
IVZ,-1,26/Enero/2021
J,-1,26/Enero/2021
JBHT,-1,26/Enero/2021
JCI,-1,26/Enero/2021
JKHY,1,26/Enero/2021
JNJ,1,26/Enero/2021
JNPR,1,26/Enero/2021
JPM,-1,26/Enero/2021
